gene_id,gene_name,feature_name,training_raw_variance
ENSG00000138495,COX17,COX17,0.3192110339506142
ENSG00000012061,ERCC1,ERCC1,0.31908093278463423
ENSG00000088179,PTPN4,PTPN4,0.3190738597393666
ENSG00000119013,NDUFB3,NDUFB3,0.31851658950617334
ENSG00000136826,KLF4,KLF4,0.31839506172839427
ENSG00000111875,ASF1A,ASF1A,0.31792159636488176
ENSG00000091317,CMTM6,CMTM6,0.3177434842249631
ENSG00000159199,ATP5G1,ATP5G1,0.3175848765432065
ENSG00000167508,MVD,MVD,0.3170419667352531
ENSG00000179010,MRFAP1,MRFAP1,0.3168807870370338
ENSG00000163541,SUCLG1,SUCLG1,0.316810485253772
ENSG00000185262,UBALD2,UBALD2,0.3163869598765407
ENSG00000017797,RALBP1,RALBP1,0.3160646004801074
ENSG00000266088,RP5-1028K7.2,RP5-1028K7.2,0.3143156292866939
ENSG00000116754,SRSF11,SRSF11,0.3141555212620001
ENSG00000108788,MLX,MLX,0.3127981395747589
ENSG00000176261,ZBTB8OS,ZBTB8OS,0.3127518432784634
ENSG00000107290,SETX,SETX,0.3123379629629618
ENSG00000130159,ECSIT,ECSIT,0.3120293209876516
ENSG00000007392,LUC7L,LUC7L,0.31200617283950577
ENSG00000157873,TNFRSF14,TNFRSF14,0.31178926611796737
ENSG00000241685,ARPC1A,ARPC1A,0.3117764060356627
ENSG00000131652,THOC6,THOC6,0.31164930555555365
ENSG00000156469,MTERFD1,MTERFD1,0.31129436728395016
ENSG00000115956,PLEK,PLEK,0.3109548611111095
ENSG00000188313,PLSCR1,PLSCR1,0.3100906635802466
ENSG00000167461,RAB8A,RAB8A,0.3097734482167326
ENSG00000198840,MT-ND3,MT-ND3,0.30969135802468883
ENSG00000054967,RELT,RELT,0.30851851851851736
ENSG00000176101,SSNA1,SSNA1,0.30835883916323475
ENSG00000101150,TPD52L2,TPD52L2,0.30788558813442995
ENSG00000113141,IK,IK,0.30760266632372824
ENSG00000142327,RNPEPL1,RNPEPL1,0.30651920438957286
ENSG00000118418,HMGN3,HMGN3,0.3061554783950588
ENSG00000149311,ATM,ATM,0.3058633401920418
ENSG00000005075,POLR2J,POLR2J,0.3057388117283919
ENSG00000170906,NDUFA3,NDUFA3,0.3053907321673503
ENSG00000116260,QSOX1,QSOX1,0.3049991426611792
ENSG00000168010,ATG16L2,ATG16L2,0.3047065757887516
ENSG00000105993,DNAJB6,DNAJB6,0.3038545953360746
ENSG00000182512,GLRX5,GLRX5,0.3038194444444425
ENSG00000163382,APOA1BP,APOA1BP,0.30370177469135623
ENSG00000137815,RTF1,RTF1,0.30361604080932775
ENSG00000085117,CD82,CD82,0.3033736282578862
ENSG00000010278,CD9,CD9,0.30307870370370316
ENSG00000121716,PILRB,PILRB,0.3026200274348405
ENSG00000136147,PHF11,PHF11,0.3024517746913562
ENSG00000237441,RGL2,RGL2,0.30180362654320986
ENSG00000184924,PTRHD1,PTRHD1,0.30169560185185146
ENSG00000131013,PPIL4,PPIL4,0.30164523319615805
ENSG00000125652,ALKBH7,ALKBH7,0.30164266117969574
ENSG00000141543,EIF4A3,EIF4A3,0.3016184413580236
ENSG00000176783,RUFY1,RUFY1,0.3007681755829891
ENSG00000117523,PRRC2C,PRRC2C,0.29953510802469
ENSG00000142694,EVA1B,EVA1B,0.2991030092592589
ENSG00000198839,ZNF277,ZNF277,0.2986959876543191
ENSG00000172500,FIBP,FIBP,0.2982638888888886
ENSG00000128463,EMC4,EMC4,0.29783929183813296
ENSG00000106682,EIF4H,EIF4H,0.2977364111796965
ENSG00000133606,MKRN1,MKRN1,0.2976543209876513
ENSG00000082014,SMARCD3,SMARCD3,0.2975617283950607
ENSG00000172725,CORO1B,CORO1B,0.29602537722907946
ENSG00000130529,TRPM4,TRPM4,0.29553990912208483
ENSG00000104903,LYL1,LYL1,0.2954595336076807
ENSG00000124193,SRSF6,SRSF6,0.295362654320987
ENSG00000246705,H2AFJ,H2AFJ,0.29524155521261775
ENSG00000177889,UBE2N,UBE2N,0.2947222222222219
ENSG00000090487,SPG21,SPG21,0.2945111025377207
ENSG00000165879,FRAT1,FRAT1,0.29449567043895714
ENSG00000125458,NT5C,NT5C,0.29434992283950506
ENSG00000115935,WIPF1,WIPF1,0.2942076045953341
ENSG00000197622,CDC42SE1,CDC42SE1,0.2941966735253755
ENSG00000159884,CCDC107,CCDC107,0.29413044410150646
ENSG00000213722,DDAH2,DDAH2,0.2936554783950612
ENSG00000243279,PRAF2,PRAF2,0.293587105624142
ENSG00000010610,CD4,CD4,0.2933536951303152
ENSG00000164081,TEX264,TEX264,0.29323023834019074
ENSG00000215845,TSTD1,TSTD1,0.2921808556241402
ENSG00000137193,PIM1,PIM1,0.29213906035665094
ENSG00000149091,DGKZ,DGKZ,0.2917275377229069
ENSG00000048740,CELF2,CELF2,0.29171467764060144
ENSG00000153574,RPIA,RPIA,0.29152949245541715
ENSG00000197208,SLC22A4,SLC22A4,0.29147376543209874
ENSG00000170638,TRABD,TRABD,0.2913406635802447
ENSG00000180448,HMHA1,HMHA1,0.29128858024691096
ENSG00000143185,XCL2,XCL2,0.2909548611111107
ENSG00000178585,CTNNBIP1,CTNNBIP1,0.29078167866940857
ENSG00000272831,RP11-792A8.4,RP11-792A8.4,0.29063443072702216
ENSG00000071553,ATP6AP1,ATP6AP1,0.29035300925925794
ENSG00000168256,NKIRAS2,NKIRAS2,0.2902229080932773
ENSG00000118515,SGK1,SGK1,0.2897839506172839
ENSG00000265206,MIR142,MIR142,0.2891555212620012
ENSG00000109854,HTATIP2,HTATIP2,0.2891098679698209
ENSG00000151247,EIF4E,EIF4E,0.2889883401920439
ENSG00000125944,HNRNPR,HNRNPR,0.2881582218792842
ENSG00000163519,TRAT1,TRAT1,0.2875480109739357
ENSG00000100554,ATP6V1D,ATP6V1D,0.28734546467763955
ENSG00000133773,CCDC59,CCDC59,0.28734546467763844
ENSG00000005483,KMT2E,KMT2E,0.2873148148148127
ENSG00000146540,C7orf50,C7orf50,0.285833333333331
ENSG00000124570,SERPINB6,SERPINB6,0.2855536265432076
ENSG00000092820,EZR,EZR,0.2853703703703687
